ComplexRP:143639724.7100453
ComplexRP_Case1:105402246.907734
ComplexRP_Case2,4,102860594.89241879
ComplexRP_Case3,4,69465204.97496079
minexml_test,4,236886009.7479388
minexml_obstacle,4,248852238.9183103
SimRig,4,199469996.15420276
SimRig_Obstacle,4,93691340.8619138
SimRig,10,208501894.65614763
ComplexRP,10,152976533.35166654
